Postcode,Latitude,Longitude
RG314EY,51.449505,-1.058617
RG314HA,51.453582,-1.04797
RG314HE,51.453024,-1.047881
RG314HQ,51.448774,-1.058316
RG314JQ,51.453015,-1.048975
RG314QL,51.442821,-1.046035
RG314QR,51.444082,-1.045146
RG314QS,51.44388,-1.045797
RG314QT,51.444623,-1.045293
RG314QU,51.444325,-1.044047
RG314QX,51.443162,-1.044834
RG314QY,51.443097,-1.043425
RG314QZ,51.449263,-1.045412
RG314RA,51.442547,-1.04771
RG314RB,51.441233,-1.051968
RG314RD,51.441577,-1.051212
RG314RE,51.441212,-1.054946
RG314RG,51.446397,-1.049026
RG314RH,51.445781,-1.048477
RG314RJ,51.445163,-1.048764
RG314RL,51.445039,-1.047845
RG314RQ,51.44537,-1.047695
RG314SA,51.45159,-1.054041
RG314SE,51.448352,-1.049431
RG314SF,51.447613,-1.04926
RG314SG,51.447569,-1.04821
RG314SJ,51.448302,-1.054397
RG314SL,51.451091,-1.05575
RG314SN,51.450509,-1.049372
RG314SP,51.450717,-1.05498
RG314SQ,51.447303,-1.049827
RG314SR,51.451106,-1.05421
RG314SS,51.448199,-1.053852
RG314ST,51.450702,-1.053124
RG314SU,51.4494,-1.053453
RG314SW,51.449986,-1.052448
RG314SX,51.450579,-1.05022
RG314SY,51.451741,-1.051592
RG314SZ,51.453107,-1.05034
RG314TA,51.449398,-1.050949
RG314TB,51.449604,-1.05637
RG314TD,51.45007,-1.053943
RG314TE,51.4497,-1.055816
RG314TF,51.448825,-1.051249
RG314TG,51.449829,-1.054178
RG314TH,51.449258,-1.055624
RG314TJ,51.44905,-1.055484
RG314TL,51.44852,-1.055596
RG314TN,51.448495,-1.055769
RG314TP,51.448497,-1.056129
RG314TR,51.448282,-1.055039
RG314TS,51.449807,-1.054619
RG314TT,51.449856,-1.059612
RG314TU,51.447657,-1.060046
RG314UH,51.443941,-1.064323
RG314UP,51.442686,-1.05468
RG314UQ,51.445704,-1.063401
RG314UR,51.443823,-1.050878
RG314US,51.443739,-1.047254
RG314UT,51.443311,-1.047501
RG314UU,51.442557,-1.053307
RG314UX,51.441892,-1.056731
RG314UY,51.442607,-1.056048
RG314XA,51.442339,-1.054068
RG314XB,51.443089,-1.0558
RG314XD,51.443891,-1.054877
RG314XE,51.443207,-1.053461
RG314XG,51.443252,-1.050329
RG314XH,51.443134,-1.047986
RG314XJ,51.444895,-1.051201
RG314XL,51.445195,-1.051598
RG314XN,51.444103,-1.051016
RG314XP,51.444397,-1.047456
RG314XQ,51.442479,-1.049294
RG314XR,51.443314,-1.045752
RG314YA,51.444962,-1.046135
RG314YY,51.445962,-1.046301
RG314YZ,51.44478,-1.04693
RG314ZD,51.453156,-1.051994
RG314ZG,51.452174,-1.05282
RG314ZQ,51.451774,-1.05339
RG314ZS,51.446359,-1.047645
RG315AA,51.461363,-1.038365
RG315AB,51.460415,-1.040156
RG315AD,51.460778,-1.040537
RG315AE,51.461537,-1.038808
RG315AG,51.461214,-1.040009
RG315AH,51.462175,-1.040939
RG315AJ,51.461473,-1.040824
RG315AL,51.460778,-1.037284
RG315AN,51.459631,-1.038819
RG315AP,51.458153,-1.047213
RG315AQ,51.451835,-1.055461
RG315AR,51.460557,-1.036569
RG315AS,51.459757,-1.037737
RG315AT,51.458389,-1.03981
RG315AU,51.457995,-1.042121
RG315AW,51.458566,-1.040526
RG315AX,51.457772,-1.04237
RG315AY,51.459623,-1.04
RG315AZ,51.460297,-1.038641
RG315BA,51.458009,-1.043876
RG315BB,51.458277,-1.043626
RG315BD,51.457233,-1.043533
RG315BE,51.458557,-1.042771
RG315BF,51.461064,-1.053393
RG315BG,51.456693,-1.043515
RG315BH,51.457712,-1.041637
RG315BJ,51.456612,-1.042351
RG315BL,51.456613,-1.042331
RG315BP,51.467395,-1.056862
RG315BQ,51.457161,-1.042469
RG315BR,51.458126,-1.03947
RG315BT,51.457513,-1.044779
RG315BW,51.460581,-1.038189
RG315BX,51.458985,-1.047829
RG315BY,51.458575,-1.049406
RG315BZ,51.458025,-1.049202
RG315DA,51.458693,-1.048339
RG315DB,51.454987,-1.047106
RG315DD,51.459978,-1.050485
RG315DE,51.460223,-1.052956
RG315DF,51.460793,-1.052075
RG315DG,51.458209,-1.045061
RG315DH,51.460377,-1.049801
RG315DJ,51.456276,-1.044157
RG315DL,51.456611,-1.04451
RG315DN,51.456053,-1.045515
RG315DP,51.454498,-1.045562
RG315DQ,51.459434,-1.047598
RG315DR,51.467724,-1.056322
RG315DT,51.454836,-1.046274
RG315DW,51.455664,-1.045206
RG315DX,51.460129,-1.048035
RG315DY,51.458833,-1.051186
RG315DZ,51.459303,-1.050442
RG315EA,51.459379,-1.052038
RG315EB,51.461221,-1.047451
RG315ED,51.459928,-1.045463
RG315EG,51.458939,-1.045412
RG315HB,51.453879,-1.049072
RG315HD,51.459368,-1.045129
RG315HF,51.459728,-1.045208
RG315HG,51.453619,-1.05364
RG315HH,51.453955,-1.051805
RG315HJ,51.454515,-1.054312
RG315HL,51.454234,-1.05403
RG315HN,51.454084,-1.051025
RG315HP,51.454231,-1.05036
RG315HR,51.45486,-1.05026
RG315HS,51.455102,-1.048025
RG315HT,51.455196,-1.048498
RG315HU,51.455614,-1.049065
RG315HW,51.454776,-1.051068
RG315HX,51.456459,-1.047746
RG315HY,51.455861,-1.049491
RG315HZ,51.456891,-1.047901
RG315JA,51.457531,-1.047053
RG315JB,51.457035,-1.046847
RG315JD,51.457204,-1.045534
RG315JE,51.456786,-1.046119
RG315JF,51.456493,-1.045434
RG315JG,51.457474,-1.045543
RG315JH,51.457704,-1.046215
RG315JJ,51.456413,-1.046644
RG315JL,51.45247,-1.058355
RG315JP,51.461048,-1.048304
RG315JS,51.458652,-1.053291
RG315JT,51.455197,-1.050858
RG315JU,51.455399,-1.053545
RG315JX,51.455447,-1.050565
RG315JY,51.455722,-1.053495
RG315LA,51.455634,-1.057081
RG315LB,51.456057,-1.057072
RG315LD,51.456622,-1.05578
RG315LE,51.457345,-1.05516
RG315LF,51.458055,-1.053965
RG315LG,51.458252,-1.05173
RG315LH,51.456447,-1.053063
RG315LJ,51.456424,-1.050185
RG315LL,51.457439,-1.050135
RG315LN,51.457154,-1.052645
RG315LP,51.457529,-1.052335
RG315LQ,51.456456,-1.055294
RG315LR,51.457108,-1.054762
RG315LS,51.457969,-1.053334
RG315LT,51.458032,-1.052267
RG315LW,51.458973,-1.054105
RG315LX,51.457669,-1.049684
RG315LY,51.45765,-1.048389
RG315NA,51.456799,-1.048781
RG315NB,51.456939,-1.048332
RG315ND,51.453056,-1.058559
RG315NE,51.452362,-1.059408
RG315NF,51.45196,-1.057574
RG315NG,51.452002,-1.058307
RG315NH,51.453087,-1.057867
RG315NJ,51.452174,-1.056159
RG315NL,51.463412,-1.04706
RG315NP,51.461973,-1.049307
RG315NQ,51.451341,-1.057673
RG315NR,51.461407,-1.050369
RG315NS,51.46199,-1.045866
RG315NT,51.460555,-1.046198
RG315NU,51.462093,-1.046339
RG315NW,51.461404,-1.050053
RG315NX,51.461605,-1.047155
RG315NY,51.460871,-1.046393
RG315PA,51.459443,-1.046625
RG315PB,51.460601,-1.047536
RG315PD,51.459756,-1.043163
RG315PJ,51.460496,-1.043378
RG315PL,51.459046,-1.04207
RG315PN,51.460733,-1.042711
RG315PP,51.461233,-1.042269
RG315PR,51.460403,-1.04197
RG315PS,51.461845,-1.042386
RG315PT,51.461057,-1.044907
RG315PU,51.462088,-1.044641
RG315PW,51.459195,-1.041534
RG315PX,51.46195,-1.043132
RG315PY,51.462573,-1.043364
RG315PZ,51.462919,-1.042838
RG315QA,51.462317,-1.044046
RG315QB,51.463904,-1.052246
RG315QD,51.450903,-1.057999
RG315QE,51.463687,-1.054396
RG315QF,51.464306,-1.053145
RG315SB,51.452961,-1.053409
RG315SD,51.451223,-1.056395
RG315ST,51.458627,-1.040308
RG315TQ,51.451626,-1.059581
RG315TX,51.453152,-1.061372
RG315TY,51.457361,-1.057103
RG315TZ,51.456551,-1.058213
RG315UA,51.456229,-1.058436
RG315UB,51.460543,-1.054628
RG315UD,51.455498,-1.060308
RG315UE,51.457978,-1.057867
RG315UG,51.466779,-1.057542
RG315UH,51.457377,-1.055807
RG315UJ,51.462312,-1.052222
RG315UZ,51.461889,-1.05105
RG315WA,51.464079,-1.048428
RG315WB,51.46253,-1.04918
RG315WD,51.463915,-1.049194
RG315WE,51.464591,-1.048288
RG315WF,51.464097,-1.050558
RG315WG,51.463159,-1.05029
RG315WH,51.462608,-1.051064
RG315WJ,51.462422,-1.052551
RG315WQ,51.46371,-1.051703
RG315XT,51.450762,-1.058448
RG315XU,51.450838,-1.058835
RG315XX,51.45139,-1.059385
RG315XY,51.451862,-1.058785
RG315YN,51.46012,-0.991835
RG316AA,51.464548,-1.047497
RG316AB,51.461401,-1.037587
RG316AD,51.464948,-1.031481
RG316AE,51.464774,-1.031125
RG316AF,51.473781,-1.037177
RG316AG,51.47412,-1.037832
RG316AH,51.473358,-1.038136
RG316DE,51.462102,-1.034262
RG316DL,51.466026,-1.0314
RG316DP,51.46805,-1.030364
RG316DR,51.469111,-1.029291
RG316EX,51.461389,-1.037156
RG316EZ,51.461955,-1.037987
RG316FA,51.472908,-1.050476
RG316FB,51.472418,-1.051019
RG316FD,51.473786,-1.049004
RG316FE,51.471159,-1.051031
RG316FF,51.471286,-1.052324
RG316FG,51.47194,-1.051994
RG316FH,51.472683,-1.053778
RG316FJ,51.471933,-1.053304
RG316FL,51.471302,-1.053115
RG316FN,51.470155,-1.052491
RG316FP,51.473739,-1.05092
RG316FQ,51.471443,-1.050521
RG316FR,51.474691,-1.050756
RG316FS,51.474966,-1.052593
RG316FU,51.47247,-1.049708
RG316FW,51.473686,-1.052116
RG316FX,51.474994,-1.050433
RG316FY,51.472966,-1.049827
RG316FZ,51.475259,-1.045503
RG316GA,51.476876,-1.047249
RG316GB,51.47524,-1.048377
RG316GD,51.475595,-1.049225
RG316GE,51.476337,-1.048619
RG316GF,51.475403,-1.047409
RG316GG,51.474329,-1.047236
RG316GP,51.465906,-1.053083
RG316GQ,51.473911,-1.047705
RG316GW,51.466245,-1.054861
RG316HA,51.462563,-1.038873
RG316HB,51.463376,-1.040425
RG316HD,51.463469,-1.041949
RG316HE,51.463886,-1.042357
RG316HF,51.463716,-1.04023
RG316HH,51.464059,-1.038193
RG316HJ,51.464203,-1.036932
RG316HL,51.464178,-1.037177
RG316HN,51.462767,-1.038344
RG316HP,51.462899,-1.037109
RG316HR,51.462707,-1.036682
RG316HS,51.462246,-1.037541
RG316HT,51.462056,-1.037329
RG316HU,51.463255,-1.037735
RG316HX,51.462218,-1.038327
RG316JB,51.464055,-1.033299
RG316JD,51.46952,-1.029564
RG316JE,51.468123,-1.031422
RG316JF,51.465413,-1.033357
RG316JG,51.466077,-1.03209
RG316JH,51.464833,-1.03609
RG316JJ,51.465409,-1.034034
RG316JL,51.464753,-1.038395
RG316JN,51.464302,-1.039311
RG316JP,51.465162,-1.038962
RG316JQ,51.464758,-1.040122
RG316JR,51.464631,-1.041061
RG316JS,51.465866,-1.041481
RG316JT,51.468967,-1.031482
RG316JU,51.46937,-1.034569
RG316JW,51.466109,-1.040411
RG316JX,51.469632,-1.033584
RG316JY,51.468126,-1.039605
RG316JZ,51.469334,-1.031273
RG316LA,51.467611,-1.039328
RG316LB,51.467865,-1.037422
RG316LD,51.468649,-1.039825
RG316LE,51.465402,-1.036216
RG316LF,51.469223,-1.038488
RG316LG,51.467013,-1.038779
RG316LH,51.46459,-1.043797
RG316LJ,51.464559,-1.045496
RG316LL,51.464513,-1.043179
RG316LN,51.46582,-1.042418
RG316LP,51.465969,-1.043034
RG316LQ,51.464576,-1.044229
RG316LR,51.466625,-1.043063
RG316LS,51.467274,-1.043237
RG316LT,51.467616,-1.044188
RG316LU,51.468281,-1.043201
RG316LX,51.467654,-1.042437
RG316LY,51.469091,-1.040002
RG316LZ,51.469266,-1.04046
RG316NA,51.468108,-1.042946
RG316NB,51.469399,-1.041378
RG316ND,51.4666,-1.044345
RG316NH,51.46971,-1.029805
RG316NJ,51.470623,-1.03496
RG316NL,51.471157,-1.035323
RG316NN,51.470366,-1.036463
RG316NP,51.469844,-1.03751
RG316NR,51.470497,-1.039253
RG316NS,51.470911,-1.039302
RG316NT,51.470728,-1.0423
RG316NU,51.470358,-1.042121
RG316NX,51.46893,-1.044526
RG316NY,51.467508,-1.045449
RG316PA,51.466181,-1.046959
RG316PB,51.467576,-1.046081
RG316PD,51.467872,-1.044836
RG316PE,51.466843,-1.045506
RG316PG,51.465894,-1.046029
RG316PH,51.46546,-1.044585
RG316PJ,51.466031,-1.043997
RG316PL,51.466521,-1.047945
RG316PN,51.468929,-1.045419
RG316PP,51.467161,-1.048162
RG316PR,51.469669,-1.044548
RG316PS,51.470235,-1.030404
RG316PX,51.47008,-1.035634
RG316PY,51.471401,-1.042056
RG316PZ,51.47009,-1.034626
RG316QA,51.470581,-1.044074
RG316QB,51.471509,-1.043134
RG316QD,51.471732,-1.042999
RG316QE,51.470703,-1.044734
RG316QG,51.470064,-1.045683
RG316QH,51.469703,-1.045533
RG316QJ,51.468176,-1.04794
RG316QL,51.466621,-1.04921
RG316QN,51.469691,-1.047404
RG316QP,51.468244,-1.048644
RG316QR,51.469048,-1.047893
RG316QS,51.467183,-1.050797
RG316QT,51.466489,-1.050581
RG316QU,51.466824,-1.050847
RG316QX,51.466945,-1.05142
RG316QY,51.466576,-1.052493
RG316QZ,51.465228,-1.051528
RG316RA,51.465611,-1.049865
RG316RB,51.463659,-1.045385
RG316RD,51.464303,-1.047214
RG316RE,51.47383,-1.042178
RG316RF,51.473481,-1.041307
RG316RH,51.473213,-1.040478
RG316RJ,51.470254,-1.031656
RG316RL,51.471179,-1.03371
RG316RN,51.473244,-1.035438
RG316RP,51.471283,-1.037509
RG316RQ,51.472074,-1.03755
RG316RR,51.471123,-1.03662
RG316RS,51.472278,-1.039195
RG316RT,51.471754,-1.038904
RG316RU,51.471563,-1.039936
RG316RX,51.47248,-1.042062
RG316RY,51.473383,-1.043627
RG316RZ,51.473734,-1.042569
RG316SA,51.472376,-1.043648
RG316SB,51.471654,-1.044412
RG316SD,51.47111,-1.044777
RG316SE,51.470268,-1.044254
RG316SG,51.47064,-1.045637
RG316SH,51.47215,-1.045712
RG316SJ,51.471053,-1.046843
RG316SL,51.469921,-1.049156
RG316SN,51.469707,-1.048282
RG316SP,51.4684,-1.049029
RG316SR,51.468652,-1.050075
RG316SS,51.468527,-1.051301
RG316ST,51.467146,-1.051863
RG316SU,51.467433,-1.052821
RG316SW,51.473274,-1.046768
RG316SX,51.466934,-1.053407
RG316TB,51.471839,-1.030773
RG316TE,51.473764,-1.035311
RG316TG,51.473816,-1.034772
RG316TH,51.471525,-1.029859
RG316TL,51.47187,-1.032178
RG316TN,51.47075,-1.02963
RG316TP,51.473966,-1.039051
RG316TQ,51.47346,-1.034174
RG316TR,51.474043,-1.038588
RG316UA,51.46961,-1.052963
RG316UB,51.474838,-1.056743
RG316UG,51.475265,-1.056158
RG316UR,51.475642,-1.051672
RG316UT,51.47796,-1.048096
RG316UZ,51.47323,-1.035956
RG316XU,51.477318,-1.055439
RG316XW,51.476966,-1.054193
RG316XX,51.4759,-1.05577
RG316XY,51.471522,-1.055947
RG316XZ,51.474959,-1.053696
RG316YA,51.474584,-1.040953
RG316YB,51.466788,-1.055296
RG316YD,51.479018,-1.048809
RG316YE,51.475184,-1.042826
RG316YF,51.46989,-1.056413
RG316YG,51.477701,-1.052796
RG316YH,51.47711,-1.051915
RG316YJ,51.476456,-1.054212
RG316YL,51.468051,-1.055918
RG316YN,51.475501,-1.054238
RG316YP,51.478647,-1.049623
RG316YQ,51.478696,-1.05122
RG316YR,51.477733,-1.050002
RG316YS,51.4766,-1.051091
RG316YT,51.474067,-1.053677
RG316YU,51.468983,-1.056633
RG316YW,51.470106,-1.054206
RG316YX,51.468069,-1.052535
RG316YY,51.470788,-1.05291
RG316YZ,51.468116,-1.055039
RG316ZX,51.465244,-1.055717
RG316ZY,51.465735,-1.057521
RG316ZZ,51.466104,-1.05747
RG317AA,51.440286,-1.058096
RG317AD,51.439252,-1.049361
RG317AE,51.439237,-1.057591
RG317AF,51.440298,-1.05649
RG317AG,51.440149,-1.056896
RG317AH,51.438512,-1.054642
RG317AJ,51.439094,-1.055422
RG317AL,51.440089,-1.055027
RG317AN,51.440063,-1.054121
RG317AP,51.440132,-1.050364
RG317AQ,51.440556,-1.048385
RG317AR,51.440108,-1.051904
RG317AS,51.439121,-1.051033
RG317AT,51.438913,-1.053066
RG317AU,51.44014,-1.053573
RG317AW,51.439536,-1.051211
RG317AX,51.439824,-1.052342
RG317AY,51.440234,-1.052967
RG317AZ,51.439373,-1.047719
RG317BB,51.44,-1.058554
RG317BD,51.440062,-1.057344
RG317BE,51.438667,-1.058207
RG317BF,51.440024,-1.029268
RG317BG,51.439267,-1.060152
RG317BH,51.438488,-1.057247
RG317BJ,51.438329,-1.058746
RG317BL,51.438976,-1.057582
RG317BN,51.438815,-1.056478
RG317BP,51.441199,-1.024861
RG317BQ,51.439123,-1.059119
RG317BR,51.441267,-1.024313
RG317BS,51.440706,-1.058036
RG317BT,51.442046,-1.033556
RG317BU,51.442634,-1.033932
RG317BW,51.439977,-1.05795
RG317BX,51.442592,-1.033228
RG317BY,51.440483,-1.058078
RG317BZ,51.440735,-1.058044
RG317DA,51.439919,-1.041923
RG317DB,51.439391,-1.041114
RG317DD,51.439485,-1.0394
RG317DE,51.440326,-1.040016
RG317DF,51.441671,-1.035067
RG317DG,51.44194,-1.0405
RG317DH,51.441358,-1.039677
RG317DJ,51.440663,-1.041534
RG317DL,51.441213,-1.040659
RG317DN,51.442106,-1.038813
RG317DP,51.441469,-1.036855
RG317DQ,51.441154,-1.040099
RG317DR,51.440018,-1.038583
RG317DS,51.439082,-1.037423
RG317DT,51.43941,-1.062085
RG317DU,51.437807,-1.060722
RG317DW,51.442152,-1.037819
RG317DX,51.437841,-1.06052
RG317DY,51.43963,-1.043929
RG317DZ,51.439585,-1.045052
RG317EA,51.439752,-1.046747
RG317EB,51.440264,-1.045542
RG317ED,51.44067,-1.045706
RG317EE,51.439753,-1.042488
RG317EF,51.440172,-1.043141
RG317EG,51.441214,-1.043033
RG317EH,51.441402,-1.041806
RG317EJ,51.441023,-1.043785
RG317EL,51.441296,-1.044225
RG317EN,51.44181,-1.045495
RG317EQ,51.440885,-1.04232
RG317ES,51.437946,-1.060144
RG317ET,51.438408,-1.06048
RG317EU,51.440525,-1.060998
RG317EX,51.440376,-1.061504
RG317EY,51.439943,-1.062463
RG317EZ,51.44114,-1.046957
RG317GA,51.43966,-1.063015
RG317GD,51.439093,-1.063027
RG317GE,51.438293,-1.061921
RG317GF,51.439191,-1.061788
RG317GG,51.4388,-1.061148
RG317GH,51.439684,-1.06149
RG317JR,51.437405,-1.031402
RG317PD,51.44089,-1.029875
RG317PE,51.440905,-1.028335
RG317PF,51.441038,-1.030346
RG317PG,51.442724,-1.030929
RG317PH,51.442522,-1.030315
RG317PJ,51.441692,-1.030016
RG317PQ,51.442134,-1.031345
RG317QA,51.442327,-1.029571
RG317QB,51.441967,-1.028499
RG317QD,51.441339,-1.049548
RG317QE,51.441236,-1.027062
RG317QF,51.439631,-1.032002
RG317QG,51.440186,-1.031659
RG317QH,51.44212,-1.042755
RG317QJ,51.442829,-1.040366
RG317QN,51.441226,-1.049982
RG317RF,51.440375,-1.036072
RG317RJ,51.442015,-1.032124
RG317RN,51.4454,-1.035909
RG317RP,51.446928,-1.041287
RG317RR,51.439241,-1.035909
RG317RS,51.439453,-1.036595
RG317RT,51.439847,-1.028746
RG317RU,51.440199,-1.029947
RG317RW,51.445412,-1.034053
RG317RX,51.441376,-1.032008
RG317RY,51.443277,-1.029277
RG317SA,51.442594,-1.062308
RG317SD,51.442605,-1.065847
RG317SE,51.441525,-1.063731
RG317SG,51.441525,-1.063717
RG317UL,51.442641,-1.027391
RG317UN,51.443192,-1.027639
RG317UW,51.442894,-1.028638
RG317XS,51.438164,-1.030695
RG317XW,51.438056,-1.032898
RG317YB,51.44254,-1.026027
RG317YD,51.442919,-1.025112
RG317YE,51.44347,-1.026453
RG317YF,51.443009,-1.026218
RG317YG,51.440216,-1.030939
RG317YH,51.439039,-1.031065
RG317YJ,51.439293,-1.032441
RG317YL,51.440687,-1.032469
RG317YN,51.441048,-1.031497
RG317YP,51.440755,-1.033043
RG317YQ,51.439434,-1.031028
RG317YR,51.440434,-1.026935
RG317YS,51.439481,-1.025876
RG317YT,51.438212,-1.026781
RG317YU,51.441951,-1.027708
RG317YW,51.440581,-1.033737
RG317YX,51.442027,-1.027002
RG317ZH,51.43784,-1.02745
RG317ZJ,51.437692,-1.029165
RG317ZL,51.438766,-1.028553
RG317ZN,51.439772,-1.02728
RG317ZP,51.438304,-1.033497
RG317ZR,51.438139,-1.035299
RG317ZT,51.439223,-1.026112
RG317ZU,51.438156,-1.025415
RG317ZW,51.43974,-1.034302
RG317ZX,51.43785,-1.026472
RG317ZY,51.437559,-1.030406
RG317ZZ,51.438952,-1.027139
RG45AA,51.466831,-0.965385
RG45AB,51.468233,-0.966526
RG45AD,51.468392,-0.965212
RG45AE,51.467212,-0.963986
RG45AF,51.467996,-0.961046
RG45AH,51.466459,-0.963183
RG45AJ,51.468258,-0.963286
RG45AL,51.467441,-0.962412
RG45AN,51.466397,-0.962234
RG45AP,51.467419,-0.960944
RG45AR,51.465896,-0.959524
RG45AS,51.467309,-0.959708
RG45AT,51.466728,-0.96106
RG45AU,51.466426,-0.960463
RG45AW,51.467755,-0.963369
RG45AX,51.468635,-0.960081
RG45AY,51.466607,-0.959638
RG45AZ,51.46609,-0.959103
RG45BA,51.467733,-0.959771
RG45BB,51.46866,-0.960766
RG45BE,51.467075,-0.958648
RG45BF,51.467093,-0.955553
RG45BG,51.465739,-0.958074
RG45BH,51.467718,-0.957079
RG45BJ,51.468041,-0.958036
RG45BL,51.46831,-0.955957
RG45BN,51.466939,-0.957471
RG45BP,51.466452,-0.954329
RG45BQ,51.467038,-0.94945
RG45BS,51.464785,-0.957937
RG45BT,51.464022,-0.958142
RG45BU,51.464314,-0.958388
RG45BW,51.467648,-0.956317
RG45BX,51.465025,-0.958502
RG45BY,51.464523,-0.956642
RG45BZ,51.467094,-0.951694
RG45DA,51.468282,-0.951768
RG45DB,51.46753,-0.954204
RG45DD,51.467557,-0.953152
RG45DE,51.468482,-0.954081
RG45DG,51.469503,-0.959644
RG45DL,51.470832,-0.954252
RG45DN,51.472276,-0.95195
RG45DP,51.472174,-0.964838
RG45DQ,51.467907,-0.966317
RG45DR,51.469959,-0.960339
RG45DS,51.468091,-0.961484
RG45DT,51.469844,-0.96158
RG45DU,51.469392,-0.963361
RG45DZ,51.469182,-0.960961
RG45EA,51.468513,-0.968664
RG45EB,51.468633,-0.96905
RG45ED,51.468146,-0.967867
RG45EE,51.469345,-0.960065
RG45EH,51.473414,-0.964666
RG45EJ,51.473825,-0.965463
RG45EL,51.475286,-0.963847
RG45EN,51.473629,-0.962531
RG45EP,51.474212,-0.961337
RG45ER,51.471215,-0.960095
RG45ES,51.471669,-0.960531
RG45ET,51.471533,-0.966538
RG45EU,51.472196,-0.962174
RG45EW,51.4732,-0.960827
RG45EY,51.471742,-0.965784
RG45HB,51.471642,-0.964649
RG45HD,51.471903,-0.964436
RG45HE,51.47265,-0.964727
RG45HG,51.473029,-0.965913
RG45HH,51.473199,-0.963793
RG45HJ,51.472547,-0.96627
RG45HL,51.47308,-0.964501
RG45HP,51.470026,-0.957746
RG45HR,51.472436,-0.959851
RG45HS,51.474205,-0.960617
RG45HT,51.471993,-0.958579
RG45HU,51.47161,-0.957912
RG45HX,51.471486,-0.95921
RG45HY,51.472424,-0.958541
RG45JA,51.473059,-0.959117
RG45JB,51.474462,-0.960179
RG45JD,51.476201,-0.962587
RG45JE,51.474936,-0.961925
RG45JF,51.471091,-0.959041
RG45JG,51.475856,-0.963229
RG45JH,51.475382,-0.962462
RG45JJ,51.474316,-0.958858
RG45JL,51.474184,-0.959235
RG45JN,51.474048,-0.958043
RG45JP,51.472253,-0.957451
RG45JR,51.472892,-0.955492
RG45JS,51.472211,-0.956804
RG45JT,51.47258,-0.955859
RG45JU,51.471252,-0.955141
RG45JX,51.463701,-0.957372
RG45JZ,51.4628,-0.955118
RG45LA,51.476905,-0.963939
RG45LB,51.468381,-0.95787
RG45LD,51.46961,-0.956503
RG45LE,51.469202,-0.956124
RG45LG,51.469462,-0.955081
RG45LL,51.471388,-0.953281
RG45LN,51.471248,-0.952693
RG45LP,51.47291,-0.953462
RG45LQ,51.465846,-0.955955
RG45LR,51.467501,-0.950965
RG45LS,51.466811,-0.948174
RG45LT,51.468305,-0.949291
RG45LU,51.467344,-0.948464
RG45LX,51.468389,-0.949736
RG45LY,51.46579,-0.953682
RG45LZ,51.465775,-0.957037
RG45NA,51.466182,-0.954307
RG46AA,51.485203,-0.955614
RG46AB,51.473152,-0.952391
RG46AD,51.474097,-0.946331
RG46AE,51.469526,-0.95303
RG46AF,51.473565,-0.904934
RG46BB,51.46703,-0.904375
RG46DA,51.46949,-0.965331
RG46DB,51.46962,-0.967804
RG46DD,51.46912,-0.967154
RG46DH,51.470929,-0.959252
RG46DJ,51.470781,-0.956707
RG46DN,51.470353,-0.955147
RG46DP,51.47039,-0.960358
RG46DS,51.470035,-0.96385
RG46DW,51.47045,-0.957952
RG46DX,51.470606,-0.968473
RG46GA,51.462327,-0.915932
RG46GB,51.462668,-0.916682
RG46GD,51.465036,-0.906467
RG46GE,51.46397,-0.907918
RG46GG,51.465305,-0.902617
RG46GH,51.464358,-0.903201
RG46GJ,51.464863,-0.901433
RG46GL,51.465526,-0.903101
RG46GQ,51.467091,-0.903179
RG46LA,51.475301,-0.951391
RG46LB,51.471042,-0.950605
RG46LE,51.470675,-0.950964
RG46LF,51.47011,-0.952129
RG46LH,51.470778,-0.952402
RG46LJ,51.472051,-0.948782
RG46LL,51.471167,-0.945433
RG46LP,51.468692,-0.934439
RG46LQ,51.462325,-0.950143
RG46LR,51.472042,-0.949911
RG46LS,51.474301,-0.945165
RG46LT,51.473456,-0.948165
RG46LU,51.474077,-0.950267
RG46LX,51.472917,-0.950236
RG46LY,51.475095,-0.947272
RG46LZ,51.474975,-0.945078
RG46NA,51.475807,-0.948494
RG46NB,51.474595,-0.949838
RG46ND,51.475357,-0.944651
RG46NF,51.4766,-0.948813
RG46NG,51.481874,-0.961537
RG46NH,51.47534,-0.942736
RG46NJ,51.475977,-0.945351
RG46NL,51.477251,-0.948994
RG46NN,51.476289,-0.943291
RG46NP,51.475784,-0.944123
RG46NQ,51.482436,-0.961971
RG46NR,51.476466,-0.944957
RG46NS,51.476771,-0.943884
RG46NT,51.477162,-0.944379
RG46NU,51.476694,-0.945311
RG46NX,51.477202,-0.945804
RG46NY,51.478217,-0.946673
RG46NZ,51.475922,-0.946409
RG46PA,51.47764,-0.948515
RG46PB,51.480101,-0.952188
RG46PD,51.478745,-0.94836
RG46PE,51.479112,-0.948222
RG46PF,51.482667,-0.953555
RG46PG,51.479138,-0.950122
RG46PH,51.47813,-0.949037
RG46PJ,51.478346,-0.948053
RG46PL,51.479378,-0.948778
RG46PN,51.479031,-0.947173
RG46PP,51.480998,-0.948899
RG46PQ,51.483311,-0.957285
RG46PR,51.480308,-0.948223
RG46PS,51.480341,-0.949864
RG46PT,51.480195,-0.948658
RG46PU,51.479909,-0.949845
RG46PW,51.483806,-0.95422
RG46PX,51.479656,-0.950672
RG46PY,51.480342,-0.95201
RG46PZ,51.483901,-0.955831
RG46QA,51.480577,-0.950104
RG46QB,51.481114,-0.949904
